,actual,pred
93,2302.0,12526.416
94,1787.0,12120.201
95,6038.0,11750.196
96,9109.0,10653.513
97,13093.999999999998,9285.628
98,8559.0,8220.39
99,5111.0,7002.1494
100,2488.0,5820.6987
101,2427.0,4746.498
102,2893.0,3249.9414
103,5519.0,2501.7124
104,3580.0000000000005,1927.6677
105,3258.0,1328.5381
106,1680.0,838.88934
107,2183.0,924.29474
108,1662.9999999999998,652.0796
109,1864.0000000000002,515.71436
110,874.0,530.4128
111,0.0,873.1102
112,0.0,409.70264
113,1341.0,400.30527
114,1182.0,769.3793
115,2276.0,1079.2982
116,1518.0,1100.9987
117,3664.0,1458.8733
118,2391.0,1732.7681
119,1584.9999999999998,1996.9856
120,1165.0,2146.18
121,1714.0000000000002,2283.35
122,2084.0,2992.6719
123,4621.0,3207.5906
124,4406.0,3964.7688
125,3110.0,4470.803
126,6377.0,4851.0513
127,2543.0,5464.5933
128,1534.0,5979.8354
129,1758.0,6549.4746
130,3312.0,7105.9346
131,4147.0,7423.147
132,5007.0,7804.2246
133,5547.0,8018.739
134,5572.0,8467.448
135,5603.0,8642.641
136,3052.0,9011.22
137,2035.0,9527.989
138,2290.0,10483.847
139,1853.9999999999998,10996.023
140,2034.0,11684.794
141,1369.0,12322.591
142,3155.0000000000005,12842.384
143,3960.0,13197.5625
144,3208.9999999999995,13332.573
145,4741.0,13431.538
146,2301.0,13391.218
147,1139.0,12873.521
148,2302.0,12406.141
149,1787.0,12059.193
150,6038.0,11513.627
151,9109.0,11011.952
152,13093.999999999998,9760.509
153,8559.0,8298.825
154,5111.0,7163.09
155,2488.0,5899.718
156,2427.0,4699.6646
157,2893.0,3654.1797
158,5519.0,2236.639
159,3580.0000000000005,1547.3552
160,3258.0,1087.7686
161,1680.0,610.16455
162,2183.0,247.63866
163,1662.9999999999998,445.34354
164,1864.0000000000002,315.29007
165,874.0,242.07504
166,0.0,340.2101
167,0.0,735.8978
168,1341.0,402.49124
169,1182.0,429.49728
170,2276.0,884.0693
171,1518.0,1250.9109
172,3664.0,1289.974
173,2391.0,1660.7783
174,1584.9999999999998,1937.9376
175,1165.0,2161.3054
176,1714.0000000000002,2267.5571
177,2084.0,2358.3833
178,4621.0,3049.5208
179,4406.0,3246.5618
180,3110.0,3992.3628
181,6377.0,4527.994
182,2543.0,4975.11
183,1534.0,5679.7915
184,1758.0,6309.3486
185,3312.0,7007.328
186,4147.0,7704.144
187,5007.0,8138.46
188,5547.0,8635.083
189,5572.0,8922.345
190,5603.0,9434.754
191,3052.0,9632.578
192,2035.0,10009.769
193,2290.0,10471.307
194,1853.9999999999998,11379.3125
195,2034.0,11850.475
196,1369.0,12452.333
197,3155.0000000000005,12998.674
198,3960.0,13429.993
199,3208.9999999999995,13708.637
200,4741.0,13730.897
201,2301.0,13724.6045
202,1139.0,13541.023
203,2302.0,12873.854
204,1787.0,12278.3955
205,6038.0,11771.43
206,9109.0,11093.8955
207,13093.999999999998,10490.131
208,8559.0,9129.463
209,5111.0,7613.9272
210,2488.0,6461.998
211,2427.0,5209.504
212,2893.0,4031.242
213,5519.0,3048.2087
214,3580.0000000000005,1707.902
215,3258.0,1071.1877
216,1680.0,695.0785
217,2183.0,293.0616
218,1662.9999999999998,-5.4228816
219,1864.0000000000002,253.80637
220,874.0,200.7664
221,0.0,130.9031
222,0.0,258.93524
223,0.0,660.8858
224,1182.0,1128.4937
225,2276.0,1173.7185
226,1518.0,1692.7914
227,3664.0,2047.2015
228,2391.0,2119.3484
229,1584.9999999999998,2509.198
230,1165.0,2825.1052
231,1714.0000000000002,3083.7957
232,2084.0,3240.0789
233,4621.0,3367.4211
234,4406.0,4169.6436
235,3110.0,4410.65
236,6377.0,5055.796
237,2543.0,5503.716
238,1534.0,5815.4565
239,1758.0,6391.9863
240,3312.0,6955.2837
241,4147.0,7530.6
242,5007.0,8218.408
243,5547.0,8687.657
244,5572.0,9274.059
245,5603.0,9644.409
246,3052.0,10342.334
247,2035.0,10648.243
248,2290.0,11123.842
249,1853.9999999999998,11560.011
250,2034.0,12442.058
251,1369.0,12883.601
252,3155.0000000000005,13361.387
253,3960.0,13720.181
254,3208.9999999999995,13925.158
255,4741.0,13992.393
